110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110,96,73
110.14,96,73
110.41,96,73
110.67,96,73
110.94,96,73
111,96,73
111,96,73
111,96,73
111,96,72.99
111,96,72.725
111,96,72.458
111,96,72.192
111,96,72
111,96,72
111,96,72
111.01,96,72
111.27,96,72
111.54,96,72
111.81,96,72
112,96,72
112,96,72
112,96,72
112,96,72
112.14,96.709,72
112.41,98.042,72
112.67,99.375,72
112.94,100.71,72
113.21,101.41,72
113.47,101.95,72
113.74,102.48,72
114,103.06,72.028
114,104.65,72.824
114,106.25,73.624
114,107.85,74.426
114.07,109.6,75.375
114.34,111.73,76.709
114.61,113.87,78.042
114.88,116,79.376
115,117.85,80.708
115,119.45,82.042
115,121.05,83.375
115,122.65,84.709
115,123.95,85.946
115,125.16,87.159
115,126.37,88.371
115,127.58,89.585
115,128.88,91.05
115,130.2,92.646
115,131.54,94.25
115,132.87,95.85
115.23,133.68,97.359
115.48,134.43,98.856
115.73,135.18,100.36
115.98,135.93,101.86
116,136.48,102.73
116,137.02,103.53
116,137.55,104.32
116.04,138.17,105.25
116.31,139.23,106.85
116.57,140.3,108.45
116.84,141.37,110.05
117,142.43,111.43
117,143.5,112.5
117,144.56,113.56
117,145.63,114.63
117.17,146.52,115.7
117.44,147.33,116.77
117.71,148.12,117.83
117.98,148.93,118.9
118.24,149.24,119.48
118.51,149.51,120.02
118.77,149.77,120.55
119,150.04,121.04
119,150.3,121.3
119,150.56,121.56
119,150.81,121.81
119.07,151.22,122.15
119.34,152.02,122.68
119.61,152.82,123.22
119.88,153.63,123.75
120,154.14,124.14
120,154.4,124.4
120,154.65,124.65
120,154.91,124.91
120.17,155.35,125.52
120.44,155.88,126.32
120.71,156.42,127.12
120.97,156.95,127.92
121.24,157.24,128.24
121.51,157.51,128.51
121.77,157.77,128.77
122.04,158,129
122.31,158,129
122.57,158,129
122.84,158,129
123.19,158.1,129.1
123.66,158.33,129.33
124.13,158.57,129.57
124.6,158.8,129.8
125.04,159,130
125.31,159,130
125.57,159,130
125.84,159,130
126.11,159.11,130.11
126.38,159.38,130.38
126.64,159.64,130.64
126.91,159.91,130.91
127,160.17,131.17
127,160.44,131.44
127,160.71,131.71
127,160.98,131.98
127.24,161.24,132.24
127.51,161.51,132.51
127.77,161.77,132.77
128.04,162.08,133
128.31,162.62,133
128.58,163.15,133
128.84,163.68,133
129.11,164.11,133.22
129.38,164.38,133.75
129.64,164.64,134.28
129.91,164.91,134.82
130,165.16,135
130,165.4,135
130,165.64,135
130,165.89,135
130.14,166.14,135.14
130.41,166.41,135.41
130.68,166.68,135.68
130.94,166.94,135.94
131.21,167.21,136.21
131.47,167.47,136.47
131.74,167.74,136.74
132.01,168.01,137.01
132.27,168.27,137.27
132.54,168.54,137.54
132.81,168.81,137.81
133.04,169,138.04
133.17,169,138.17
133.29,169,138.29
133.42,169,138.42
133.55,169,138.55
133.68,169,138.68
133.81,169,138.81
133.94,169,138.94
134.12,169.12,139
134.35,169.35,139
134.58,169.58,139
134.81,169.81,139
135,170,139.04
135,170,139.3
135,170,139.56
135,170,139.81
135,170,140
135,170,140
135,170,140
135,170,140
135,170.13,140
135,170.37,140
135,170.61,140
135,170.86,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135,171,140
135.14,171,140
135.41,171,140
135.68,171,140
135.94,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
136,171,140
